iter	Logloss
0	0.3338568624
1	0.1852813057
2	0.1058361204
3	0.06296896799
4	0.04076337725
5	0.02940124083
6	0.0222379684
7	0.01740464538
8	0.01401682434
9	0.01209211004
10	0.01127167274
11	0.01035259012
12	0.00978473636
13	0.009393003736
14	0.009193013295
15	0.009036806363
16	0.008904497621
17	0.008866524484
18	0.008737119525
19	0.008608738614
20	0.00855709242
21	0.008530035739
22	0.008480342351
23	0.008395291931
24	0.00837730215
25	0.008307477629
26	0.008247599855
27	0.00821595946
28	0.008115654018
29	0.008075909978
30	0.00804925956
31	0.008034742754
32	0.007999337386
33	0.007975880948
34	0.007966869329
35	0.00794291118
36	0.007914850348
37	0.007903064005
38	0.007886791075
39	0.007866651746
40	0.007855731033
41	0.007855726578
42	0.007841486251
43	0.007810016971
44	0.007780813154
45	0.007764533683
46	0.007741746629
47	0.007720804906
48	0.007691972035
49	0.007691968016
50	0.007673520113
51	0.00766714486
52	0.007650508792
53	0.007646068382
54	0.007634497272
55	0.007629159563
56	0.007626234219
57	0.007617718866
58	0.007602308202
59	0.007592703711
60	0.007588467928
61	0.007543284721
62	0.007543239121
63	0.007488171282
64	0.007488161561
65	0.007439302472
66	0.007428556169
67	0.007428539095
68	0.007428535099
69	0.007417973011
70	0.007406801268
71	0.00740671357
72	0.007394676054
73	0.007390725522
74	0.007390720756
75	0.007376570208
76	0.007364875287
77	0.007348903301
78	0.007348838666
79	0.007328520128
80	0.007323077827
81	0.007310106428
82	0.007310095333
83	0.007300736982
84	0.007300732247
85	0.007291488211
86	0.007291473645
87	0.007291457367
88	0.007280877715
89	0.007269717804
90	0.007269693601
91	0.007263993156
92	0.007259514443
93	0.007249949202
94	0.007249942273
95	0.00723134228
96	0.007221409646
97	0.007191841295
98	0.007160907127
99	0.007141751361
100	0.007130510923
101	0.007122502199
102	0.007115984298
103	0.007115974495
104	0.007115951414
105	0.007101945504
106	0.007076481819
107	0.007076367255
108	0.007063371478
109	0.007046033725
110	0.007035625733
111	0.007035483891
112	0.007035469809
113	0.007023237247
114	0.007023221674
115	0.007013993651
116	0.007009133219
117	0.007009123691
118	0.007009122185
119	0.007009120234
120	0.007009080039
121	0.007009072128
122	0.007009069983
123	0.007009017538
124	0.007008996017
125	0.00700899021
126	0.007008893302
127	0.007008892565
128	0.007008892132
129	0.007008891597
130	0.007008889914
131	0.007008887168
132	0.007008876113
133	0.007008854289
134	0.007008848842
135	0.007008848052
136	0.007008844923
137	0.007008828419
138	0.007008806562
139	0.007008801106
140	0.007008794922
141	0.007008758855
142	0.007008715315
143	0.007008709888
144	0.007008690215
145	0.007008679319
146	0.007008664568
147	0.007008659212
148	0.007008648574
149	0.007008626772
150	0.007008626772
151	0.007008626772
152	0.007008614907
153	0.007008604496
154	0.00700856092
155	0.007008557558
156	0.007008523338
157	0.007008501443
158	0.00700847959
159	0.007008478678
160	0.007008473222
161	0.007008467769
162	0.007008462319
163	0.007008456871
164	0.007008451836
165	0.007008450213
166	0.00700844895
167	0.007008443501
168	0.007008438054
169	0.00700843261
170	0.007008431697
171	0.007008428058
172	0.00700842303
173	0.007008421778
174	0.007008416328
175	0.007008394544
176	0.007008372803
177	0.007008362789
178	0.00700834532
179	0.007008330346
180	0.007008330346
181	0.007008327608
182	0.007008324871
183	0.007008322134
184	0.007008319398
185	0.007008297524
186	0.007008275693
187	0.007008264796
188	0.007008221284
189	0.007008221067
190	0.007008220851
191	0.007008177505
192	0.007008172598
193	0.007008167194
194	0.007008162313
195	0.007008161098
196	0.007008117901
197	0.007008112518
198	0.007008107137
199	0.007008096383
200	0.007008085639
201	0.007008080759
202	0.007008070021
203	0.007008065162
204	0.00700805443
205	0.007008032992
206	0.007008012721
207	0.007008001964
208	0.007007991218
209	0.007007969752
210	0.007007967072
211	0.007007966276
212	0.007007965413
213	0.007007962734
214	0.007007957376
215	0.007007606418
216	0.007007601144
217	0.007007595873
218	0.007007590604
219	0.00700758969
220	0.007007247248
221	0.007007226497
222	0.00700722398
223	0.007007182569
224	0.007007177408
225	0.00700717225
226	0.007007151634
227	0.007007131057
228	0.007007127105
229	0.007007106546
230	0.007007096283
231	0.007007086031
232	0.007007084048
233	0.0070070738
234	0.007007053328
235	0.00700704539
236	0.007007024913
237	0.007007004475
238	0.007007001941
239	0.00700699043
240	0.007006980193
241	0.007006977636
242	0.007006975079
243	0.007006972524
244	0.007006962304
245	0.007006959751
246	0.007006959751
247	0.007006937757
248	0.007006936522
249	0.007006926253
250	0.007006925427
251	0.007006915166
252	0.007006911452
253	0.007006911144
254	0.007006890625
255	0.007006849686
256	0.007006848448
257	0.007006845896
258	0.007006811971
259	0.007006791603
260	0.007006771275
261	0.007006761129
262	0.00700672061
263	0.007006718106
264	0.007006708006
265	0.007006700291
266	0.007006697762
267	0.007006695234
268	0.007006678362
269	0.007006674546
270	0.007006673306
271	0.007006653085
272	0.007006651844
273	0.007006631659
274	0.00700662662
275	0.007006586367
276	0.007006566308
277	0.007006556295
278	0.007003129568
279	0.007003118256
280	0.007003100859
281	0.007003083495
282	0.007003080522
283	0.007003078353
284	0.007003075594
285	0.007003058245
286	0.007003056079
287	0.007003053914
288	0.00700305175
289	0.007003048783
290	0.007003042212
291	0.007003040048
292	0.007003037884
293	0.007003003304
294	0.007003001149
295	0.007002983918
296	0.007002981767
297	0.007002979616
298	0.007002971018
299	0.007002962428
300	0.007002928123
301	0.007002919572
302	0.007002915363
303	0.007002898267
304	0.007002889732
305	0.007002881205
306	0.007002872686
307	0.007002869671
308	0.007002861156
309	0.007002852649
310	0.00700284415
311	0.00700282717
312	0.007002793289
313	0.007002784843
314	0.00700277877
315	0.007002770325
316	0.007002766106
317	0.007002757673
318	0.00700275346
319	0.007002749249
320	0.007002732417
321	0.007002698829
322	0.007002696735
323	0.007002693754
324	0.00700269227
325	0.00700269189
326	0.007002687699
327	0.007002687319
328	0.007002635611
329	0.007002618904
330	0.007002615842
331	0.007002615468
332	0.007002598782
333	0.007002582126
334	0.007002565499
335	0.007002562429
336	0.007002529238
337	0.007002512694
338	0.007002510629
339	0.007002509096
340	0.007002500836
341	0.007002498772
342	0.007002497239
343	0.007002488985
344	0.007002486923
345	0.0070024828
346	0.007002478678
347	0.007002472513
348	0.007002464268
349	0.007002462736
350	0.007002454496
351	0.007002450379
352	0.007002417482
353	0.007002401086
354	0.007002384719
355	0.007002381621
356	0.007002373447
357	0.007002367225
358	0.007002334524
359	0.007002326372
360	0.007002325985
361	0.007002319766
362	0.007002311608
363	0.007002286124
364	0.007002279961
365	0.007002279961
366	0.007002279961
367	0.007002276878
368	0.007002244283
369	0.007002228036
370	0.007002228036
371	0.007002227259
372	0.006999581335
373	0.006999567038
374	0.006999566008
375	0.006999551731
376	0.006999544453
377	0.006999542643
378	0.00699953266
379	0.006999504147
380	0.00699947573
381	0.006999472085
382	0.006999467941
383	0.00699946691
384	0.006999410217
385	0.006999403168
386	0.00699936354
387	0.006999359874
388	0.006999320413
389	0.006999319495
390	0.006999316736
391	0.006999277438
392	0.006999238322
393	0.006999237398
394	0.006999234961
395	0.006999232525
396	0.006999225538
397	0.006999186635
398	0.006999172707
399	0.006999165753
400	0.006999160144
401	0.006999158404
402	0.006999156666
403	0.006999149713
404	0.006999142766
405	0.006999134151
406	0.006999133228
407	0.006999105419
408	0.006999098486
409	0.006999097411
410	0.006999090008
411	0.00699908862
412	0.006999081682
413	0.006999079549
414	0.006999072613
415	0.006999065683
416	0.006999058758
417	0.00699905634
418	0.006999049422
419	0.006999042511
420	0.006999003903
421	0.006998998307
422	0.006998998039
423	0.006998984245
424	0.006998956716
425	0.00699893752
426	0.00699889924
427	0.006998895498
428	0.006998892075
429	0.006998888654
430	0.006998861316
431	0.0069988545
432	0.00699884769
433	0.006998820489
434	0.006998806928
435	0.006998804062
436	0.006998790516
437	0.006998776993
438	0.00699876943
439	0.006998755915
440	0.006998742422
441	0.006998738647
442	0.006998731907
443	0.006998725172
444	0.006998721402
445	0.00699871467
446	0.006998710908
447	0.006998704178
448	0.006998677295
449	0.006998663893
450	0.006998650512
451	0.006998650512
452	0.006998650512
453	0.006998650512
454	0.00699864936
455	0.00699864936
456	0.00699864936
457	0.006998648222
458	0.006998648222
459	0.006998648222
460	0.006998648222
461	0.006998639227
462	0.006998625832
463	0.006998621336
464	0.006998607949
465	0.006998603498
466	0.006998602564
467	0.006998593739
468	0.006998586334
469	0.006998586334
470	0.006998586334
471	0.006998586334
472	0.006998584163
473	0.006998584163
474	0.006998584163
475	0.006998584163
476	0.006998584163
477	0.006998565201
478	0.006998563523
479	0.006998525712
480	0.006998512328
481	0.006998509975
482	0.006998502565
483	0.00699848919
484	0.006998475838
485	0.006998462508
486	0.006998459663
487	0.006998456826
488	0.006998456826
489	0.006998456826
490	0.006998456826
491	0.006998456278
492	0.006998456278
493	0.006998455731
494	0.006998455184
495	0.006998455184
496	0.006998167596
497	0.006998149448
498	0.006998145633
499	0.006998139082
500	0.006998125995
501	0.00699812369
502	0.006998110618
503	0.006998104091
504	0.006998097569
505	0.00699809594
506	0.006998091317
507	0.006998088055
508	0.006998070212
509	0.006998052074
510	0.006998025927
511	0.006998024983
512	0.006998022717
513	0.006998009673
514	0.006997937547
515	0.006997934305
516	0.006997898534
517	0.006997893917
518	0.006997890108
519	0.006997877153
520	0.00699787525
521	0.006997857423
522	0.006997844499
523	0.006997842886
524	0.006997841273
525	0.00699783966
526	0.006997833212
527	0.006997831301
528	0.006997824856
529	0.006997818416
530	0.006997800666
531	0.006997794238
532	0.006997786582
533	0.00699776088
534	0.006997748066
535	0.006997740416
536	0.006997727608
537	0.006997712401
538	0.006997705992
539	0.006997699589
540	0.006997686795
541	0.006997674023
542	0.006997661271
543	0.00699764854
544	0.006997642184
545	0.006997616795
546	0.006997604137
547	0.006997578873
548	0.006997572574
549	0.00699756628
550	0.006997565684
551	0.006997559394
552	0.006997553109
553	0.006997546829
554	0.006997540554
555	0.006997538987
556	0.006997526453
557	0.006997524888
558	0.006997523324
559	0.00699752176
560	0.006997519354
561	0.00699751779
562	0.006997514661
563	0.006997513097
564	0.006997511534
565	0.006997486543
566	0.006997484985
567	0.006997483428
568	0.00699748187
569	0.006997480313
570	0.006997478756
571	0.0069974772
572	0.006997475644
573	0.006997474088
574	0.006997472533
575	0.006997468648
576	0.006997467091
577	0.006997465154
578	0.006997430216
579	0.006997430216
580	0.006997427788
581	0.006997402946
582	0.006997394252
583	0.006997381873
584	0.006997364524
585	0.006997360616
586	0.006997348263
587	0.006997335929
588	0.006997329771
589	0.00699731994
590	0.006997316057
591	0.006997291388
592	0.006997089996
593	0.006997065703
594	0.006997059646
595	0.006997053593
596	0.006997045609
597	0.006997039554
598	0.006997035349
599	0.006997033247
600	0.006997030367
601	0.006997028382
602	0.0069970264
603	0.006997021366
604	0.006997009245
605	0.006997003193
606	0.006996997146
607	0.006996972991
608	0.006996971552
609	0.006996959505
610	0.006996942734
611	0.006996942238
612	0.006996918215
613	0.006996912224
614	0.006996904241
615	0.006996904241
616	0.006996773359
617	0.006996582033
618	0.006996558544
619	0.006996556477
620	0.006996550618
621	0.006996544764
622	0.006996539372
623	0.006996536356
624	0.006996533426
625	0.006996527568
